CustomerID,ProductID,ReviewDate,Rating,ReviewText,Sentiment
60,12,2023-08-24,5,The  build  quality  is  impressive.,Positive
59,14,2025-07-31,4,"I  love  this  product,  will  buy  again!",Positive
97,8,2025-06-04,2,Disappointed  with  the    performance.,Negative
15,17,2023-04-19,5,The  quality  is  top-notch.,Positive
9,16,2024-11-28,3,Not  worth  the  money.,Negative
94,2,2025-03-02,1,"Not  satisfied,  the  product  broke  after  a    week.",Negative
68,6,2025-09-01,1,The  color  was  different  from  what  was  shown.,Neutral
18,11,2023-06-10,5,"I  love  this    product,  will  buy  again!",Positive
75,13,2025-08-18,5,The  quality  is  top-notch.,Positive
81,17,2025-09-30,4,The  quality  is  top-notch.,Positive
76,18,2023-08-01,2,Product  did  not  meet  my  expectations.,Neutral
53,11,2024-03-21,4,Customer  support  was  very  helpful.,Positive
89,6,2025-03-04,2,Not  worth  the  money.,Negative
74,17,2024-04-07,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
81,11,2025-08-20,4,Five  stars  for  the  quick  delivery.,Positive
58,9,2025-01-17,5,The  build    quality  is  impressive.,Positive
71,2,2023-06-08,4,Customer    support  was  very  helpful.,Positive
99,9,2025-08-03,2,"Average  experience,  nothing  special.",Positive
94,11,2023-02-10,3,Not  worth  the  money.,Negative
31,18,2025-02-14,4,"I  love  this  product,  will  buy  again!",Positive
72,2,2025-06-11,5,The  quality  is  top-notch.,Positive
7,18,2023-02-25,5,"Great  purchase,  very  satisfied.",Positive
65,1,2023-02-28,5,Amazing  value  for  the  price.,Positive
11,1,2024-01-03,4,Shipping  was  fast    and  the  item  was  well-packaged.,Positive
73,4,2023-06-24,5,"Excellent  product,  highly  recommend!",Positive
72,20,2023-09-13,5,Five  stars  for  the  quick  delivery.,Positive
67,11,2025-11-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
93,7,2023-07-22,3,Not  worth  the  money.,Negative
12,6,2023-09-03,1,Product  did    not  meet  my  expectations.,Neutral
28,8,2025-04-06,1,The  product  stopped  working  after  a  month.,Neutral
37,13,2024-01-19,3,"Good  quality,  but  could  be  cheaper.",Positive
22,16,2023-10-20,5,The  build  quality  is  impressive.,Positive
25,14,2023-05-27,3,"Good  quality,  but  could  be  cheaper.",Positive
84,14,2025-06-10,5,The  quality  is  top-notch.,Positive
38,2,2024-08-19,4,Shipping    was  fast  and  the  item  was  well-packaged.,Positive
75,12,2025-12-25,4,"Excellent  product,  highly  recommend!",Positive
43,14,2024-03-10,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
92,4,2024-08-04,5,Amazing  value  for  the  price.,Positive
68,11,2023-04-18,5,"Excellent  product,  highly  recommend!",Positive
42,19,2024-08-28,4,"Good  quality,  but  could  be  cheaper.",Positive
100,2,2023-04-23,4,Customer  support  was  very  helpful.,Positive
27,9,2025-09-17,4,Customer  support    was  very  helpful.,Positive
79,20,2024-07-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
2,1,2024-01-09,2,Product  did  not  meet  my  expectations.,Neutral
29,1,2024-12-12,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
42,20,2025-07-05,4,"Good  quality,  but  could  be  cheaper.",Positive
90,17,2023-06-16,4,Five  stars  for  the  quick  delivery.,Positive
92,16,2025-08-09,4,"Good  quality,  but  could  be  cheaper.",Positive
66,5,2025-10-11,4,The  quality  is  top-notch.,Positive
85,14,2023-02-02,5,The    build  quality  is  impressive.,Positive
5,2,2025-11-02,3,"Great  purchase,  very    satisfied.",Positive
73,11,2024-05-28,4,"Great  purchase,  very    satisfied.",Positive
43,12,2025-12-14,1,Disappointed    with  the  performance.,Negative
49,16,2023-02-16,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
29,16,2023-07-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
12,12,2024-01-09,5,"Excellent  product,  highly  recommend!",Positive
54,13,2023-10-06,4,Customer  support  was  very  helpful.,Positive
46,1,2025-10-24,4,Customer  support  was  very  helpful.,Positive
88,4,2024-04-26,5,The  quality  is  top-notch.,Positive
69,8,2024-12-05,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
7,19,2024-08-03,1,The  product  arrived  late.,Negative
47,20,2025-05-31,3,"Good  quality,  but  could  be  cheaper.",Positive
74,20,2023-04-18,4,The  quality  is  top-notch.,Positive
54,10,2023-12-12,4,Customer  support    was  very  helpful.,Positive
91,10,2025-04-25,4,The    quality  is  top-notch.,Positive
79,6,2023-07-23,5,The  build  quality  is  impressive.,Positive
7,13,2024-12-28,4,Customer  support  was  very  helpful.,Positive
90,9,2023-07-22,5,"Great  purchase,  very  satisfied.",Positive
21,2,2024-12-02,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
49,10,2025-07-11,5,Amazing  value  for  the  price.,Positive
28,20,2024-06-29,2,The  product  arrived  late.,Negative
36,10,2023-08-22,1,The  product  arrived  late.,Negative
66,18,2025-06-10,5,"I  love  this  product,  will  buy  again!",Positive
44,3,2024-01-20,3,Not  worth  the  money.,Negative
78,3,2025-05-01,1,I  had  a  bad  experience  with  this  product.,Negative
89,12,2025-02-24,5,Exceeded  my  expectations!,Neutral
15,8,2023-11-09,4,Five  stars    for  the  quick  delivery.,Positive
46,11,2025-07-05,4,Five  stars  for  the  quick  delivery.,Positive
59,6,2023-06-22,4,"Great  purchase,  very  satisfied.",Positive
94,20,2025-03-19,2,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
26,2,2024-07-16,5,"I  love  this  product,  will  buy  again!",Positive
2,13,2025-05-25,5,Five  stars  for  the  quick  delivery.,Positive
56,7,2023-04-26,4,Customer  support  was  very  helpful.,Positive
87,1,2024-01-29,5,Exceeded  my  expectations!,Neutral
90,6,2024-02-21,4,Customer  support  was  very  helpful.,Positive
81,17,2025-01-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
72,6,2024-08-26,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
57,9,2025-12-20,2,Not  worth  the  money.,Negative
39,12,2023-12-01,4,Customer  support  was    very  helpful.,Positive
5,1,2025-11-10,2,Product    did  not  meet  my  expectations.,Neutral
5,16,2024-07-03,2,Product  did  not  meet    my  expectations.,Neutral
35,8,2024-01-18,4,Five  stars  for  the  quick  delivery.,Positive
82,2,2024-07-11,5,"Great  purchase,  very  satisfied.",Positive
80,8,2025-10-19,2,"Average  experience,    nothing  special.",Positive
66,3,2024-12-10,3,Customer  support    was  very  helpful.,Positive
64,14,2025-01-19,3,"Good  quality,  but  could  be    cheaper.",Positive
5,11,2024-05-25,5,The  quality  is  top-notch.,Positive
20,6,2024-11-05,4,"Great  purchase,  very  satisfied.",Positive
55,15,2025-04-01,1,Not    worth  the  money.,Negative
11,1,2025-01-15,3,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
21,3,2025-11-09,5,Amazing  value    for  the  price.,Positive
72,15,2023-06-18,2,"Average  experience,  nothing  special.",Positive
89,3,2024-12-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
46,18,2025-01-03,4,The  quality    is  top-notch.,Positive
29,4,2024-03-30,5,"Great  purchase,  very    satisfied.",Positive
17,12,2024-04-27,4,"Good  quality,  but  could  be  cheaper.",Positive
58,4,2023-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
63,1,2024-08-24,3,"Good  quality,  but  could  be  cheaper.",Positive
47,5,2024-03-31,2,Product  did  not  meet  my  expectations.,Neutral
8,10,2023-08-04,1,Product    did  not  meet  my  expectations.,Neutral
8,12,2023-12-07,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
27,4,2025-09-01,4,The  quality  is  top-notch.,Positive
1,1,2023-11-23,4,"I  love  this  product,  will  buy  again!",Positive
74,3,2025-05-20,3,"Good    quality,  but  could  be  cheaper.",Positive
27,14,2024-07-03,3,Not  worth    the  money.,Negative
81,16,2024-11-09,5,Five  stars  for  the  quick  delivery.,Positive
19,11,2025-05-05,4,Five  stars    for  the  quick  delivery.,Positive
48,10,2025-11-24,5,"Great  purchase,  very  satisfied.",Positive
65,3,2024-07-21,5,Exceeded  my  expectations!,Neutral
6,6,2023-05-30,5,The  quality  is  top-notch.,Positive
92,6,2024-04-06,4,The  quality  is  top-notch.,Positive
41,2,2025-07-02,4,"Great  purchase,  very  satisfied.",Positive
85,13,2023-03-25,4,"I  love  this  product,  will  buy  again!",Positive
33,19,2024-12-29,2,Not  worth  the  money.,Negative
8,9,2023-03-11,4,Shipping  was  fast  and  the  item    was  well-packaged.,Positive
29,16,2025-11-12,4,"Good  quality,  but  could  be  cheaper.",Positive
74,17,2024-12-02,4,The  quality  is  top-notch.,Positive
28,18,2025-12-09,3,"Good  quality,  but  could  be  cheaper.",Positive
73,20,2025-08-08,5,"I  love  this  product,  will  buy  again!",Positive
49,5,2023-07-11,1,"Not    satisfied,  the  product  broke  after  a  week.",Negative
64,17,2023-10-31,5,The  build  quality  is  impressive.,Positive
65,6,2023-10-29,5,The  quality  is  top-notch.,Positive
45,13,2024-06-11,4,Customer  support  was  very  helpful.,Positive
33,1,2024-11-14,5,Exceeded  my  expectations!,Neutral
28,11,2024-05-28,1,The  product  arrived  late.,Negative
40,12,2023-01-11,5,Amazing  value  for  the  price.,Positive
73,15,2025-04-06,4,Five  stars  for  the  quick    delivery.,Positive
51,12,2024-10-07,3,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
45,2,2025-04-17,3,"Good  quality,  but  could  be  cheaper.",Positive
68,1,2023-07-28,4,"Great  purchase,  very  satisfied.",Positive
60,20,2025-04-26,5,Customer  support  was  very  helpful.,Positive
18,1,2024-08-16,2,The  product  arrived  late.,Negative
69,18,2025-11-24,5,Customer  support  was  very  helpful.,Positive
91,6,2025-01-04,4,"Great  purchase,  very  satisfied.",Positive
55,10,2024-07-28,3,"Great  purchase,    very  satisfied.",Positive
83,13,2025-02-11,4,"I  love  this  product,  will  buy  again!",Positive
46,12,2024-05-16,4,"I  love  this  product,  will  buy  again!",Positive
24,6,2024-11-08,5,Exceeded  my  expectations!,Neutral
6,5,2025-02-27,1,The  product  stopped  working  after  a  month.,Neutral
41,5,2024-02-25,3,Not  worth  the  money.,Negative
86,13,2025-02-27,4,"Good  quality,  but  could  be  cheaper.",Positive
9,12,2025-10-13,5,Customer  support  was  very  helpful.,Positive
60,20,2024-06-30,1,"Terrible  customer  service,  would  not    buy  again.",Negative
89,10,2025-08-15,4,Five    stars  for  the  quick  delivery.,Positive
78,16,2024-02-21,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
17,13,2024-08-04,4,"I  love  this  product,  will  buy  again!",Positive
58,9,2024-07-17,5,Exceeded  my    expectations!,Neutral
50,15,2025-04-29,4,Customer  support  was  very  helpful.,Positive
2,8,2024-10-15,3,"Average  experience,  nothing  special.",Positive
37,16,2025-04-23,4,"Great  purchase,  very    satisfied.",Positive
57,8,2024-04-27,4,Customer  support  was  very  helpful.,Positive
72,9,2025-10-13,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
93,14,2025-09-19,5,"Great  purchase,  very  satisfied.",Positive
71,9,2025-10-04,5,Amazing  value  for  the  price.,Positive
65,9,2024-04-18,4,"I  love  this  product,  will  buy  again!",Positive
32,15,2023-08-01,5,The  quality  is  top-notch.,Positive
24,8,2024-01-16,4,"Good  quality,  but  could  be  cheaper.",Positive
48,1,2025-04-15,3,"Average    experience,  nothing  special.",Positive
69,18,2024-03-19,4,The  quality  is  top-notch.,Positive
65,9,2023-01-29,5,Exceeded  my    expectations!,Neutral
88,8,2025-07-03,5,Five  stars  for  the  quick  delivery.,Positive
70,20,2024-12-04,4,Exceeded  my  expectations!,Neutral
87,12,2025-10-23,4,"I  love  this  product,  will  buy  again!",Positive
7,17,2023-04-11,2,Not  worth  the  money.,Negative
31,17,2025-08-31,3,Not  worth    the  money.,Negative
39,18,2025-09-03,3,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
64,4,2024-03-21,3,Not    worth  the  money.,Negative
27,4,2024-09-13,3,Not  worth  the  money.,Negative
65,12,2024-10-29,5,Five  stars    for  the  quick  delivery.,Positive
100,1,2025-01-18,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
62,8,2025-06-12,5,The  build  quality  is  impressive.,Positive
14,4,2025-10-01,2,Not  worth  the  money.,Negative
46,5,2025-09-18,4,Exceeded    my  expectations!,Neutral
48,15,2025-06-27,3,"Good  quality,  but  could    be  cheaper.",Positive
11,1,2025-09-07,5,The  quality  is  top-notch.,Positive
3,2,2023-08-04,5,Amazing  value  for  the  price.,Positive
94,19,2025-08-01,5,Customer  support  was  very  helpful.,Positive
65,3,2025-01-11,2,Not  worth    the  money.,Negative
25,11,2025-07-31,5,Amazing    value  for  the  price.,Positive
56,8,2023-02-08,3,Not  worth  the  money.,Negative
88,4,2024-07-02,5,Exceeded  my  expectations!,Neutral
87,2,2023-06-10,3,"Average  experience,  nothing    special.",Positive
1,3,2023-06-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
48,8,2023-10-14,5,The  build  quality  is  impressive.,Positive
25,14,2025-07-07,3,"Great  purchase,  very  satisfied.",Positive
7,9,2023-03-21,4,"Great  purchase,  very  satisfied.",Positive
40,10,2025-10-23,3,"Average  experience,  nothing  special.",Positive
69,3,2025-01-29,5,"Great  purchase,  very  satisfied.",Positive
6,4,2023-12-06,2,"Average  experience,  nothing  special.",Positive
38,2,2025-06-17,4,"I  love  this  product,  will  buy  again!",Positive
48,12,2025-02-10,3,"The  product  is  okay,  but  the  instructions    were  unclear.",Positive
23,2,2025-01-20,3,"I  love  this  product,  will  buy  again!",Positive
98,1,2025-01-08,5,"Excellent    product,  highly  recommend!",Positive
38,20,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
29,15,2025-12-22,4,Customer  support  was  very  helpful.,Positive
45,7,2024-08-21,4,Shipping  was  fast  and  the  item    was  well-packaged.,Positive
68,14,2023-12-06,5,Customer  support  was  very  helpful.,Positive
100,1,2024-10-22,5,Five  stars  for  the  quick  delivery.,Positive
70,14,2025-05-13,2,The  product  arrived  late.,Negative
30,4,2025-12-22,4,The  quality    is  top-notch.,Positive
5,1,2025-06-15,3,"Good  quality,  but  could  be  cheaper.",Positive
82,14,2023-11-28,5,Customer  support  was  very  helpful.,Positive
32,10,2023-02-20,5,"Great  purchase,  very    satisfied.",Positive
38,11,2025-12-18,5,Exceeded  my  expectations!,Neutral
18,6,2023-06-26,5,Amazing  value  for    the  price.,Positive
22,4,2025-08-30,3,"Average  experience,  nothing  special.",Positive
16,20,2024-07-28,5,Exceeded  my    expectations!,Neutral
31,10,2024-08-14,4,The  quality  is    top-notch.,Positive
73,12,2024-10-30,4,"Good  quality,  but  could  be    cheaper.",Positive
40,20,2023-02-24,3,"Average  experience,    nothing  special.",Positive
52,3,2023-12-26,2,The    product  arrived  late.,Negative
27,13,2024-02-25,4,"Good  quality,  but  could  be    cheaper.",Positive
85,16,2023-02-22,3,"The  product  is  okay,  but  the  instructions  were    unclear.",Positive
37,13,2023-12-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
17,7,2024-08-21,3,"Good  quality,  but  could  be  cheaper.",Positive
63,16,2025-08-23,2,"Good  quality,  but  could  be  cheaper.",Positive
14,12,2024-07-07,5,Amazing  value  for  the  price.,Positive
23,14,2024-08-09,3,"The  product  is  okay,    but  the  instructions  were  unclear.",Positive
58,9,2024-01-05,1,I  had  a  bad  experience  with  this  product.,Negative
53,17,2025-04-28,2,Disappointed  with  the  performance.,Negative
89,16,2024-01-07,5,"Excellent  product,  highly  recommend!",Positive
97,10,2023-11-25,5,Customer  support  was  very  helpful.,Positive
23,20,2023-11-02,5,Customer  support    was  very  helpful.,Positive
75,2,2023-10-09,5,"I    love  this  product,  will  buy  again!",Positive
68,2,2023-01-03,4,Customer  support  was    very  helpful.,Positive
76,5,2023-03-19,4,"I  love  this  product,  will  buy  again!",Positive
8,17,2025-02-05,2,Not  worth  the  money.,Negative
28,3,2024-11-08,4,Five  stars  for  the  quick  delivery.,Positive
38,9,2024-09-10,4,"Good  quality,  but  could  be  cheaper.",Positive
39,19,2025-05-06,5,The  quality  is  top-notch.,Positive
66,16,2025-01-14,5,Amazing  value  for  the  price.,Positive
46,8,2023-01-01,1,The  color  was  different  from  what  was  shown.,Neutral
63,16,2023-04-06,4,The  quality  is  top-notch.,Positive
17,11,2024-07-22,3,"Good  quality,    but  could  be  cheaper.",Positive
35,11,2025-10-18,5,"Excellent  product,  highly  recommend!",Positive
3,18,2025-06-16,1,Not  worth  the    money.,Negative
29,20,2023-03-16,5,The  build  quality  is  impressive.,Positive
62,5,2023-10-06,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
40,18,2025-09-20,2,"Average  experience,  nothing  special.",Positive
15,5,2025-03-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
23,10,2025-05-26,5,"Excellent  product,  highly    recommend!",Positive
31,16,2025-08-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
99,12,2024-01-03,2,Product  did  not  meet  my  expectations.,Neutral
53,19,2024-05-25,3,Not    worth  the  money.,Negative
80,14,2024-01-08,4,The  quality    is  top-notch.,Positive
55,4,2024-04-25,5,"Excellent  product,    highly  recommend!",Positive
19,19,2025-12-31,4,Five  stars  for  the  quick  delivery.,Positive
53,13,2024-03-31,5,The  build  quality  is    impressive.,Positive
24,5,2023-03-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
95,14,2025-02-15,5,"Great    purchase,  very  satisfied.",Positive
74,12,2025-10-16,4,Customer  support  was  very  helpful.,Positive
29,1,2023-08-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
24,9,2025-02-07,2,Not  worth  the  money.,Negative
6,12,2024-03-14,5,The  build  quality  is    impressive.,Positive
6,17,2024-03-29,4,Five    stars  for  the  quick  delivery.,Positive
49,9,2025-05-19,3,"Average  experience,  nothing  special.",Positive
10,8,2025-09-29,2,Not  worth  the  money.,Negative
60,20,2025-06-12,4,Exceeded  my    expectations!,Neutral
48,16,2024-03-21,5,The  quality  is  top-notch.,Positive
80,11,2023-01-05,1,"Not  satisfied,  the  product  broke  after  a  week.",Negative
22,10,2025-04-06,3,"Good  quality,  but  could  be  cheaper.",Positive
92,12,2025-01-12,2,Product  did  not  meet  my  expectations.,Neutral
86,14,2024-03-22,1,The  color  was  different  from  what  was  shown.,Neutral
31,17,2023-05-09,5,"I    love  this  product,  will  buy  again!",Positive
86,17,2023-07-16,2,Not  worth  the  money.,Negative
32,12,2025-07-07,4,Customer  support  was  very  helpful.,Positive
34,16,2025-04-23,4,Customer  support  was  very  helpful.,Positive
61,19,2023-10-11,4,Five  stars  for  the  quick  delivery.,Positive
40,7,2024-07-27,3,Five  stars  for  the  quick  delivery.,Positive
64,10,2023-12-22,3,Not  worth  the    money.,Negative
58,10,2023-08-31,5,The  build  quality  is    impressive.,Positive
27,13,2024-07-05,3,"Average  experience,  nothing  special.",Positive
13,14,2023-09-15,4,Customer  support    was  very  helpful.,Positive
48,11,2023-10-07,4,Five  stars  for  the  quick  delivery.,Positive
13,7,2024-09-21,4,"Great  purchase,  very  satisfied.",Positive
4,18,2023-06-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
42,19,2023-01-30,3,Not  worth  the  money.,Negative
14,2,2023-11-23,4,"I    love  this  product,  will  buy  again!",Positive
68,4,2023-01-02,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
92,3,2025-02-06,3,Not  worth  the  money.,Negative
3,16,2024-04-17,5,Five  stars  for  the  quick  delivery.,Positive
8,20,2024-09-26,5,Exceeded  my  expectations!,Neutral
88,11,2025-05-25,5,Exceeded    my  expectations!,Neutral
75,5,2024-01-03,5,Exceeded  my    expectations!,Neutral
96,16,2024-08-08,2,Not  worth  the  money.,Negative
70,17,2024-01-20,5,The  build  quality  is  impressive.,Positive
1,16,2023-02-25,5,Customer  support  was  very  helpful.,Positive
88,7,2025-09-26,5,Customer  support  was  very  helpful.,Positive
39,12,2023-12-07,5,"Excellent    product,  highly  recommend!",Positive
53,17,2024-09-17,3,Not  worth  the  money.,Negative
55,12,2024-12-12,4,"I  love  this  product,  will  buy  again!",Positive
76,2,2023-01-11,4,"Good  quality,  but  could  be  cheaper.",Positive
13,2,2024-03-26,4,"Great  purchase,  very  satisfied.",Positive
64,2,2023-08-12,3,"Good  quality,  but  could  be  cheaper.",Positive
82,1,2025-03-07,5,Exceeded  my  expectations!,Neutral
30,20,2023-05-19,1,"Terrible  customer  service,  would  not  buy  again.",Negative
24,4,2025-12-03,2,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
41,4,2025-08-05,5,Shipping  was  fast  and  the  item  was    well-packaged.,Positive
4,15,2024-09-25,2,Not    worth  the  money.,Negative
68,16,2025-10-14,4,The  quality  is  top-notch.,Positive
84,7,2023-11-22,2,The  product  arrived  late.,Negative
31,3,2024-01-21,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
13,6,2025-09-30,4,The  quality  is  top-notch.,Positive
33,20,2024-10-16,5,Customer  support  was    very  helpful.,Positive
39,1,2025-09-24,3,"Average  experience,  nothing  special.",Positive
30,1,2024-08-23,5,Customer  support  was  very  helpful.,Positive
99,9,2023-03-17,1,Not  worth  the  money.,Negative
67,6,2025-01-15,4,The  quality  is    top-notch.,Positive
4,7,2023-07-13,5,The  build    quality  is  impressive.,Positive
56,20,2025-03-02,4,"Excellent  product,  highly  recommend!",Positive
75,13,2024-11-07,4,Customer  support  was  very  helpful.,Positive
63,2,2024-03-10,5,Five  stars  for  the  quick  delivery.,Positive
22,15,2024-03-02,4,Customer  support  was  very  helpful.,Positive
72,6,2023-10-17,5,"Excellent  product,  highly  recommend!",Positive
45,15,2023-10-11,3,Not  worth  the  money.,Negative
3,12,2025-08-22,4,"Good  quality,  but  could  be  cheaper.",Positive
70,18,2023-07-05,3,"Average  experience,  nothing  special.",Positive
33,5,2025-02-05,2,"Good  quality,  but  could  be  cheaper.",Positive
3,9,2025-05-24,3,Not    worth  the  money.,Negative
84,7,2025-03-03,3,"Good  quality,  but  could  be  cheaper.",Positive
89,3,2023-05-15,3,Not  worth  the  money.,Negative
63,19,2023-03-31,3,Not  worth  the  money.,Negative
85,12,2024-05-17,5,Exceeded  my  expectations!,Neutral
24,13,2024-03-28,5,"I  love    this  product,  will  buy  again!",Positive
84,1,2023-04-27,5,"I  love  this  product,  will  buy  again!",Positive
100,13,2025-09-15,3,"Great  purchase,    very  satisfied.",Positive
64,13,2025-06-28,2,Not  worth  the  money.,Negative
3,5,2024-06-20,4,The    quality  is  top-notch.,Positive
58,17,2025-07-11,5,"I  love  this  product,  will  buy  again!",Positive
7,12,2024-10-11,1,Not  worth  the  money.,Negative
94,4,2023-01-29,5,The  build  quality  is  impressive.,Positive
55,11,2025-07-11,4,The  quality  is  top-notch.,Positive
27,15,2024-03-31,4,"Great  purchase,  very  satisfied.",Positive
94,8,2025-03-25,4,"Good  quality,  but  could  be  cheaper.",Positive
8,13,2023-09-27,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
53,1,2024-05-23,2,"Average  experience,  nothing    special.",Positive
21,16,2024-12-13,2,Product  did  not  meet  my  expectations.,Neutral
100,5,2025-12-18,3,Not    worth  the  money.,Negative
49,16,2025-03-17,3,Customer  support  was  very  helpful.,Positive
39,13,2025-05-31,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
54,16,2023-08-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
84,11,2024-07-08,1,"Terrible  customer  service,  would  not  buy  again.",Negative
74,18,2024-12-11,1,Disappointed  with  the  performance.,Negative
83,7,2025-07-31,4,Five  stars  for  the  quick  delivery.,Positive
48,11,2023-10-09,5,Exceeded    my  expectations!,Neutral
24,16,2023-02-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
77,7,2024-09-02,5,"Excellent  product,    highly  recommend!",Positive
52,1,2025-02-02,4,Customer  support  was  very  helpful.,Positive
32,12,2025-03-21,4,"Good  quality,  but  could  be  cheaper.",Positive
62,4,2023-09-13,4,Five    stars  for  the  quick  delivery.,Positive
17,14,2024-06-21,2,Disappointed  with  the  performance.,Negative
46,6,2025-12-10,5,"Great  purchase,    very  satisfied.",Positive
13,16,2025-08-31,4,"Great  purchase,  very    satisfied.",Positive
17,13,2023-01-12,5,Customer  support  was  very  helpful.,Positive
81,6,2024-02-14,5,Five  stars  for  the  quick  delivery.,Positive
97,7,2025-06-11,5,The  quality  is    top-notch.,Positive
66,17,2025-05-25,5,Five  stars  for  the  quick  delivery.,Positive
83,1,2025-10-23,5,The  build  quality  is  impressive.,Positive
68,13,2024-06-06,5,Exceeded  my  expectations!,Neutral
25,3,2024-08-19,5,Customer  support  was  very  helpful.,Positive
21,18,2024-11-30,5,The  build  quality  is  impressive.,Positive
22,16,2024-12-09,2,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
9,10,2025-10-11,4,"I  love  this  product,  will  buy  again!",Positive
37,13,2025-07-29,5,Five  stars  for  the  quick  delivery.,Positive
59,5,2024-08-08,3,"Average  experience,  nothing  special.",Positive
83,15,2025-05-16,3,Customer  support  was    very  helpful.,Positive
7,17,2023-04-08,5,Amazing  value  for  the  price.,Positive
73,9,2024-06-08,4,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
11,18,2023-06-27,3,"Average  experience,  nothing    special.",Positive
88,14,2023-07-29,3,"The  product  is    okay,  but  the  instructions  were  unclear.",Positive
53,7,2025-05-21,5,"I  love  this  product,  will  buy  again!",Positive
24,17,2024-12-03,5,"Excellent  product,  highly  recommend!",Positive
4,14,2024-12-16,5,Customer  support  was  very  helpful.,Positive
27,17,2025-02-27,5,The  build  quality  is  impressive.,Positive
68,19,2025-02-22,5,The  quality  is    top-notch.,Positive
95,13,2023-08-22,2,"Average  experience,  nothing  special.",Positive
96,9,2025-07-17,3,"Average  experience,  nothing  special.",Positive
74,8,2024-05-23,5,Five  stars  for  the  quick  delivery.,Positive
36,10,2023-01-09,2,Not  worth  the  money.,Negative
12,16,2023-03-04,5,Shipping  was  fast  and  the  item  was  well-packaged.,Positive
6,11,2023-09-22,4,"I  love  this  product,  will  buy  again!",Positive
16,8,2025-09-22,3,"Good  quality,  but  could  be  cheaper.",Positive
76,20,2024-10-28,2,Not  worth  the  money.,Negative
18,9,2023-08-28,5,The  quality  is  top-notch.,Positive
68,8,2025-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
49,6,2025-12-12,3,"Good  quality,  but  could  be    cheaper.",Positive
37,17,2023-08-20,2,Product  did  not  meet  my    expectations.,Neutral
56,2,2025-06-24,2,Disappointed  with  the  performance.,Negative
10,2,2024-01-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
80,20,2025-04-19,4,"I  love  this  product,  will    buy  again!",Positive
58,15,2024-03-28,5,The  quality  is  top-notch.,Positive
93,3,2024-10-28,3,Not  worth  the  money.,Negative
72,6,2025-11-19,1,I  had  a  bad  experience    with  this  product.,Negative
91,1,2024-01-11,4,"Great  purchase,    very  satisfied.",Positive
6,15,2024-11-17,3,Five  stars  for  the  quick  delivery.,Positive
55,20,2023-12-11,3,"Average  experience,  nothing    special.",Positive
20,15,2024-05-12,4,Shipping  was  fast  and  the  item    was  well-packaged.,Positive
47,19,2023-04-10,3,Not  worth  the  money.,Negative
98,12,2025-10-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",Positive
47,15,2023-01-28,4,"Great  purchase,  very  satisfied.",Positive
59,14,2024-09-29,5,Five    stars  for  the  quick  delivery.,Positive
77,13,2024-07-30,3,"Good  quality,  but  could  be  cheaper.",Positive
