JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
1641,15,9,2024-08-17,PRODUCTPAGE,View,237.0
52,15,9,2025-08-07,CHECKOUT,Drop-off,173.25
219,15,10,2024-12-29,HOMEPAGE,Click,280.0
3769,15,10,2025-03-17,PRODUCTPAGE,View,174.0
505,15,11,2023-02-16,HOMEPAGE,Click,167.0
1179,15,12,2024-01-15,PRODUCTPAGE,View,249.0
2990,15,12,2024-08-21,CHECKOUT,Drop-off,121.0
3039,15,13,2024-06-13,HOMEPAGE,Click,98.0
370,15,15,2025-07-25,PRODUCTPAGE,View,173.0
2100,15,17,2023-12-30,PRODUCTPAGE,View,97.0
2848,15,17,2025-04-27,PRODUCTPAGE,View,128.0
670,15,18,2024-02-28,PRODUCTPAGE,View,88.0
1251,15,18,2024-04-24,HOMEPAGE,View,189.0
94,15,18,2024-09-20,HOMEPAGE,Click,143.0
2871,15,19,2023-12-04,PRODUCTPAGE,View,204.0
3806,15,19,2025-01-08,HOMEPAGE,View,187.0
88,15,20,2025-12-18,HOMEPAGE,View,136.0
3839,16,2,2024-10-12,HOMEPAGE,View,64.0
3910,16,2,2025-07-26,CHECKOUT,Drop-off,180.5
2533,16,2,2025-10-21,HOMEPAGE,Click,79.0
3393,16,3,2023-04-28,PRODUCTPAGE,View,216.0
1270,16,3,2025-04-22,PRODUCTPAGE,Click,282.0
3071,16,4,2023-09-25,PRODUCTPAGE,View,214.0
1827,16,4,2023-10-31,HOMEPAGE,Click,242.0
3330,16,5,2023-03-13,CHECKOUT,Drop-off,
1363,16,5,2023-11-14,HOMEPAGE,View,296.0
3536,16,6,2025-01-18,CHECKOUT,Purchase,260.0
2126,16,7,2023-07-10,HOMEPAGE,Click,217.0
1559,16,10,2025-07-19,PRODUCTPAGE,View,195.0
720,16,11,2023-09-03,HOMEPAGE,View,195.0
2136,16,12,2023-10-17,CHECKOUT,Drop-off,183.25
642,16,15,2025-11-16,PRODUCTPAGE,Click,248.0
870,16,16,2025-08-21,PRODUCTPAGE,Click,35.0
3432,16,17,2023-02-03,HOMEPAGE,Click,122.0
229,16,17,2025-01-30,PRODUCTPAGE,Drop-off,71.75
1948,16,19,2023-12-12,HOMEPAGE,View,135.0
2370,17,1,2024-01-11,HOMEPAGE,Click,70.0
3316,17,1,2025-06-05,PRODUCTPAGE,Click,20.0
1249,17,1,2025-07-12,PRODUCTPAGE,Drop-off,192.25
2011,17,1,2025-11-22,HOMEPAGE,View,204.0
36,17,2,2023-11-20,CHECKOUT,Purchase,137.0
2873,17,2,2025-08-13,PRODUCTPAGE,View,192.0
3745,17,3,2023-11-28,HOMEPAGE,Click,101.0
1301,17,4,2025-10-01,PRODUCTPAGE,View,81.0
1820,17,6,2024-02-16,PRODUCTPAGE,View,179.0
1666,17,7,2023-07-16,HOMEPAGE,View,164.0
1248,17,8,2023-12-13,HOMEPAGE,Click,153.0
2341,17,8,2025-06-11,PRODUCTPAGE,View,76.0
3586,17,9,2024-09-28,HOMEPAGE,View,210.0
2989,17,9,2025-06-14,CHECKOUT,Drop-off,124.5
2969,17,9,2025-10-23,PRODUCTPAGE,View,295.0
3778,17,10,2023-05-18,PRODUCTPAGE,Click,132.0
272,17,10,2023-08-03,CHECKOUT,Drop-off,256.0
2355,17,10,2024-09-09,CHECKOUT,Purchase,26.0
2644,17,10,2025-03-29,CHECKOUT,Drop-off,124.5
3260,17,12,2023-08-27,PRODUCTPAGE,View,198.0
2591,17,12,2024-07-22,HOMEPAGE,View,20.0
1976,17,13,2024-09-14,PRODUCTPAGE,View,171.0
451,17,14,2025-11-27,HOMEPAGE,View,142.0
3616,17,16,2023-12-12,HOMEPAGE,View,102.0
3773,17,16,2024-08-23,HOMEPAGE,Click,74.0
2329,17,16,2025-01-17,HOMEPAGE,Click,63.0
1378,17,18,2023-01-08,CHECKOUT,Drop-off,36.333333333333336
158,17,18,2025-11-19,HOMEPAGE,Click,97.0
2260,17,18,2025-12-26,HOMEPAGE,Click,92.0
1110,17,19,2023-12-23,HOMEPAGE,Click,275.0
866,17,19,2024-01-01,HOMEPAGE,View,204.0
3321,17,19,2024-04-21,HOMEPAGE,View,89.0
161,17,19,2025-01-15,PRODUCTPAGE,View,50.0
562,17,20,2024-02-04,HOMEPAGE,Click,46.0
539,18,1,2023-02-27,PRODUCTPAGE,View,139.0
2905,18,1,2023-03-12,CHECKOUT,Drop-off,116.5
779,18,1,2024-02-29,HOMEPAGE,Click,113.0
3512,18,1,2025-01-23,HOMEPAGE,Click,119.0
2094,18,2,2025-02-11,PRODUCTPAGE,Click,231.0
3710,18,4,2024-05-28,PRODUCTPAGE,Click,16.0
826,18,4,2024-10-23,PRODUCTPAGE,View,27.0
3441,18,4,2024-12-17,PRODUCTPAGE,View,108.0
1672,18,7,2024-08-21,PRODUCTPAGE,Click,110.0
688,18,7,2025-05-06,HOMEPAGE,View,23.0
1259,18,7,2025-09-24,PRODUCTPAGE,View,270.0
2646,18,8,2024-11-13,HOMEPAGE,Click,223.0
1333,18,9,2023-05-05,PRODUCTPAGE,View,247.0
1753,18,9,2024-04-17,HOMEPAGE,View,108.0
3384,18,9,2025-01-01,PRODUCTPAGE,View,299.0
3400,18,9,2025-07-31,CHECKOUT,Drop-off,233.75
1345,18,10,2024-06-24,HOMEPAGE,View,98.0
3333,18,10,2024-08-02,PRODUCTPAGE,View,227.0
1425,18,11,2023-05-03,PRODUCTPAGE,View,89.0
636,18,12,2023-07-19,CHECKOUT,Drop-off,149.5
3730,18,12,2024-09-24,HOMEPAGE,Click,32.0
2073,18,14,2023-08-12,PRODUCTPAGE,View,25.0
2801,18,15,2025-06-14,CHECKOUT,Drop-off,124.5
1379,18,15,2025-12-13,HOMEPAGE,View,195.0
1417,18,16,2023-04-10,PRODUCTPAGE,Click,102.0
653,18,16,2024-04-19,PRODUCTPAGE,Click,147.0
469,18,16,2025-11-27,PRODUCTPAGE,View,33.0
1770,18,17,2024-10-14,HOMEPAGE,View,23.0
1089,18,18,2024-09-27,CHECKOUT,Drop-off,214.4
293,18,19,2023-09-08,PRODUCTPAGE,Click,77.0
820,19,1,2024-03-24,HOMEPAGE,Click,90.0
897,19,1,2024-05-07,HOMEPAGE,View,236.0
2292,19,2,2025-06-25,PRODUCTPAGE,View,216.0
2605,19,3,2024-10-07,HOMEPAGE,View,217.0
218,19,3,2025-05-04,HOMEPAGE,View,155.0
1521,19,5,2024-07-23,PRODUCTPAGE,View,137.0
461,19,5,2024-09-05,CHECKOUT,Purchase,176.0
3920,19,5,2025-09-06,PRODUCTPAGE,Click,40.0
2240,19,6,2025-06-09,PRODUCTPAGE,Click,107.0
60,19,6,2025-06-17,PRODUCTPAGE,View,190.0
3842,19,7,2023-06-29,PRODUCTPAGE,Click,257.0
3787,19,9,2023-01-31,PRODUCTPAGE,Click,183.0
2154,19,9,2025-01-14,CHECKOUT,Drop-off,147.0
353,19,10,2024-07-13,HOMEPAGE,View,60.0
987,19,10,2024-08-03,HOMEPAGE,View,227.0
1972,19,10,2025-01-06,HOMEPAGE,Click,288.0
3660,19,11,2025-08-03,PRODUCTPAGE,Click,286.0
1888,19,11,2025-10-25,PRODUCTPAGE,Click,259.0
3736,19,12,2023-04-02,HOMEPAGE,View,79.0
3021,19,12,2025-04-24,PRODUCTPAGE,View,266.0
1058,19,13,2023-03-15,HOMEPAGE,Click,178.0
2083,19,13,2025-01-11,PRODUCTPAGE,Click,162.0
3003,19,16,2023-01-01,PRODUCTPAGE,View,293.0
2436,19,16,2023-08-11,HOMEPAGE,View,275.0
3386,19,16,2024-05-14,PRODUCTPAGE,View,228.0
564,19,16,2025-06-02,PRODUCTPAGE,Click,252.0
3851,19,19,2025-09-06,CHECKOUT,Purchase,67.0
2494,19,20,2024-09-14,HOMEPAGE,View,57.0
2193,19,20,2024-11-25,HOMEPAGE,Click,162.0
2610,19,20,2025-11-23,HOMEPAGE,View,121.0
926,20,1,2024-01-27,HOMEPAGE,Click,79.0
3878,20,1,2025-03-30,PRODUCTPAGE,View,263.0
964,20,2,2024-12-10,PRODUCTPAGE,View,140.0
3849,20,2,2025-05-17,HOMEPAGE,Click,248.0
3728,20,2,2025-06-07,CHECKOUT,Drop-off,185.33333333333334
3245,20,3,2024-07-25,CHECKOUT,Drop-off,246.0
985,20,3,2025-01-13,PRODUCTPAGE,Click,283.0
531,20,3,2025-05-22,HOMEPAGE,Click,264.0
3134,20,4,2023-12-03,HOMEPAGE,Click,91.0
874,20,4,2024-12-17,CHECKOUT,Purchase,296.0
271,20,4,2025-08-19,CHECKOUT,Drop-off,111.66666666666667
3410,20,5,2023-02-04,PRODUCTPAGE,Click,198.0
2319,20,5,2023-12-30,PRODUCTPAGE,View,68.0
2719,20,5,2024-10-21,HOMEPAGE,View,297.0
2048,20,6,2024-01-14,CHECKOUT,Drop-off,187.5
692,20,8,2023-04-19,PRODUCTPAGE,View,16.0
1431,20,8,2023-09-16,CHECKOUT,Drop-off,180.66666666666666
1107,20,8,2025-08-19,PRODUCTPAGE,View,63.0
888,20,8,2025-09-04,PRODUCTPAGE,View,123.0
2116,20,8,2025-11-10,PRODUCTPAGE,View,156.0
3567,20,9,2024-06-29,PRODUCTPAGE,Click,204.0
2518,20,9,2024-08-01,CHECKOUT,Drop-off,224.5
1152,20,10,2023-08-25,HOMEPAGE,View,166.0
1953,20,10,2024-02-26,HOMEPAGE,View,232.0
2476,20,10,2024-12-05,HOMEPAGE,View,25.0
920,20,11,2025-12-04,CHECKOUT,Drop-off,236.5
1988,20,12,2025-09-08,PRODUCTPAGE,View,14.0
1475,20,13,2025-11-23,HOMEPAGE,View,65.0
2711,20,14,2024-08-21,HOMEPAGE,View,76.0
1385,20,15,2024-07-17,PRODUCTPAGE,View,82.0
2854,20,15,2025-08-16,CHECKOUT,Purchase,223.0
3062,20,16,2023-07-24,CHECKOUT,Drop-off,176.25
73,20,16,2024-09-17,HOMEPAGE,View,17.0
1492,20,17,2024-04-25,HOMEPAGE,Click,284.0
743,20,17,2025-04-07,PRODUCTPAGE,View,283.0
110,20,18,2023-02-07,PRODUCTPAGE,View,232.0
433,20,18,2025-11-27,PRODUCTPAGE,Click,205.0
2883,20,19,2024-10-03,HOMEPAGE,Click,105.0
3317,20,20,2023-12-20,CHECKOUT,Drop-off,187.33333333333334
2685,20,20,2025-03-21,HOMEPAGE,Click,46.0
2327,21,1,2023-11-07,HOMEPAGE,View,228.0
2446,21,1,2024-11-16,PRODUCTPAGE,View,22.0
1846,21,2,2023-03-18,PRODUCTPAGE,View,197.0
1871,21,2,2023-06-24,HOMEPAGE,Click,262.0
3101,21,2,2024-05-16,HOMEPAGE,View,236.0
1826,21,2,2024-10-17,PRODUCTPAGE,View,220.0
959,21,4,2023-07-12,HOMEPAGE,View,16.0
3315,21,4,2023-10-08,HOMEPAGE,Click,73.0
1323,21,5,2023-07-03,CHECKOUT,Drop-off,143.85714285714286
2122,21,5,2023-08-28,HOMEPAGE,View,79.0
315,21,6,2023-11-05,HOMEPAGE,Click,74.0
2652,21,6,2025-02-14,PRODUCTPAGE,Click,117.0
1552,21,7,2023-06-29,PRODUCTPAGE,View,287.0
1566,21,7,2024-01-29,PRODUCTPAGE,Click,234.0
2309,21,7,2025-08-20,PRODUCTPAGE,Click,30.0
3229,21,8,2024-11-26,HOMEPAGE,Click,197.0
43,21,8,2025-03-14,HOMEPAGE,View,40.0
2075,21,9,2024-07-09,CHECKOUT,Drop-off,145.0
3843,21,9,2025-03-20,PRODUCTPAGE,Click,148.0
2030,21,10,2024-06-10,HOMEPAGE,View,171.0
600,21,11,2023-03-16,HOMEPAGE,View,123.0
2324,21,12,2025-04-09,HOMEPAGE,Click,104.0
1754,21,12,2025-05-17,PRODUCTPAGE,View,98.0
1713,21,13,2024-04-17,HOMEPAGE,Click,202.0
785,21,14,2024-03-31,CHECKOUT,Drop-off,153.25
3273,21,14,2024-03-31,HOMEPAGE,View,259.0
2125,21,14,2025-01-21,CHECKOUT,Drop-off,159.0
1869,21,14,2025-06-02,HOMEPAGE,View,152.0
2444,21,15,2024-05-16,PRODUCTPAGE,View,134.0
849,21,15,2025-09-27,HOMEPAGE,View,177.0
1730,21,15,2025-09-29,HOMEPAGE,View,152.0
3329,21,16,2023-03-04,HOMEPAGE,View,255.0
3907,21,16,2024-10-24,PRODUCTPAGE,Click,99.0
1943,21,16,2025-10-07,HOMEPAGE,View,241.0
1432,21,17,2023-05-22,HOMEPAGE,View,161.0
2839,21,18,2023-05-07,HOMEPAGE,View,270.0
1013,21,20,2023-04-15,PRODUCTPAGE,View,201.0
3869,21,20,2024-01-07,PRODUCTPAGE,View,138.0
1982,21,20,2025-03-25,HOMEPAGE,View,189.0
3717,22,1,2023-03-05,PRODUCTPAGE,View,273.0
1254,22,1,2023-09-05,PRODUCTPAGE,Click,244.0
1644,22,1,2024-10-11,PRODUCTPAGE,View,97.0
2383,22,2,2023-09-06,HOMEPAGE,Click,195.0
2387,22,2,2024-06-04,PRODUCTPAGE,View,92.0
2568,22,3,2024-07-05,HOMEPAGE,Click,142.0
2244,22,3,2025-05-17,PRODUCTPAGE,View,139.0
2071,22,3,2025-08-23,CHECKOUT,Drop-off,172.25
1418,22,4,2023-11-07,CHECKOUT,Purchase,281.0
387,22,4,2024-12-19,CHECKOUT,Drop-off,80.0
825,22,4,2025-10-31,PRODUCTPAGE,View,80.0
3708,22,5,2024-02-16,HOMEPAGE,Click,267.0
3060,22,6,2023-06-21,CHECKOUT,Purchase,105.0
3549,22,6,2023-09-22,PRODUCTPAGE,View,172.0
3880,22,6,2023-10-17,HOMEPAGE,View,61.0
1036,22,7,2023-04-11,PRODUCTPAGE,Click,30.0
1410,22,7,2024-01-26,CHECKOUT,Drop-off,155.5
2669,22,7,2024-09-14,HOMEPAGE,Click,204.0
2931,22,7,2025-11-26,PRODUCTPAGE,Click,209.0
3242,22,8,2023-03-22,PRODUCTPAGE,View,26.0
2994,22,8,2024-12-03,HOMEPAGE,View,72.0
2500,22,9,2023-03-17,PRODUCTPAGE,View,17.0
96,22,9,2024-07-28,PRODUCTPAGE,View,212.0
1945,22,10,2023-03-16,HOMEPAGE,View,68.0
1800,22,11,2023-12-29,PRODUCTPAGE,Click,143.0
1706,22,13,2023-04-05,HOMEPAGE,View,278.0
793,22,13,2025-09-24,HOMEPAGE,View,238.0
3626,22,14,2024-05-21,PRODUCTPAGE,View,10.0
1019,22,14,2025-07-20,HOMEPAGE,View,100.0
3257,22,14,2025-08-08,CHECKOUT,Drop-off,53.0
3801,22,15,2023-02-13,PRODUCTPAGE,View,120.0
1776,22,15,2023-09-06,HOMEPAGE,View,70.0
1994,22,15,2024-09-24,HOMEPAGE,Click,176.0
3191,22,16,2025-04-30,HOMEPAGE,Click,193.0
1584,22,17,2024-04-13,PRODUCTPAGE,Click,67.0
2115,22,17,2024-10-20,HOMEPAGE,View,77.0
3898,22,17,2025-09-21,HOMEPAGE,View,74.0
1189,22,18,2023-07-20,PRODUCTPAGE,View,139.0
322,22,18,2024-05-25,PRODUCTPAGE,View,18.0
1581,22,18,2024-06-09,HOMEPAGE,Click,217.0
2009,22,18,2025-08-22,PRODUCTPAGE,View,188.0
970,22,19,2023-08-19,HOMEPAGE,View,199.0
1509,22,19,2023-11-03,HOMEPAGE,Click,294.0
2932,22,19,2024-10-04,HOMEPAGE,Click,181.0
2238,22,19,2024-11-14,HOMEPAGE,View,268.0
2991,22,19,2025-01-19,HOMEPAGE,View,193.0
3552,22,19,2025-04-04,CHECKOUT,Drop-off,149.2
1866,22,20,2025-01-28,HOMEPAGE,View,216.0
1727,23,1,2023-01-30,CHECKOUT,Drop-off,127.33333333333333
813,23,1,2023-04-06,CHECKOUT,Drop-off,122.33333333333333
2411,23,1,2024-05-25,CHECKOUT,Purchase,44.0
3213,23,1,2025-04-13,HOMEPAGE,View,250.0
3082,23,1,2025-10-23,HOMEPAGE,View,40.0
1782,23,2,2024-03-06,CHECKOUT,Drop-off,183.0
1978,23,2,2024-12-04,HOMEPAGE,Click,281.0
375,23,2,2025-03-08,CHECKOUT,Purchase,125.0
754,23,2,2025-08-17,HOMEPAGE,View,168.0
3350,23,3,2024-01-29,HOMEPAGE,Click,18.0
2773,23,4,2025-08-15,PRODUCTPAGE,View,79.0
689,23,5,2024-01-09,CHECKOUT,Drop-off,53.0
1766,23,5,2025-04-17,HOMEPAGE,Click,95.0
261,23,5,2025-10-07,HOMEPAGE,View,239.0
2859,23,6,2024-06-17,HOMEPAGE,View,275.0
1493,23,7,2023-03-07,HOMEPAGE,View,186.0
1267,23,9,2023-01-01,PRODUCTPAGE,View,145.0
1190,23,9,2023-02-27,HOMEPAGE,Click,49.0
1864,23,9,2023-08-27,HOMEPAGE,Click,253.0
619,23,10,2023-03-21,PRODUCTPAGE,View,300.0
3158,23,10,2025-04-25,CHECKOUT,Drop-off,90.5
672,23,11,2024-06-15,HOMEPAGE,Click,26.0
11,23,12,2023-08-22,CHECKOUT,Drop-off,95.71428571428571
2407,23,12,2025-02-02,CHECKOUT,Drop-off,218.66666666666666
730,23,13,2023-06-10,CHECKOUT,Drop-off,
3409,23,13,2025-07-15,HOMEPAGE,Click,65.0
3765,23,13,2025-08-15,HOMEPAGE,View,65.0
1933,23,14,2023-04-06,HOMEPAGE,Click,111.0
2831,23,14,2024-07-31,CHECKOUT,Drop-off,162.33333333333334
2039,23,15,2025-02-25,CHECKOUT,Drop-off,104.0
3342,23,16,2024-01-18,HOMEPAGE,Click,93.0
2479,23,16,2024-11-06,PRODUCTPAGE,Click,145.0
342,23,17,2024-06-19,PRODUCTPAGE,View,109.0
2119,23,17,2024-08-28,HOMEPAGE,View,97.0
1825,23,20,2024-10-03,PRODUCTPAGE,View,265.0
3103,23,20,2025-07-21,PRODUCTPAGE,Drop-off,124.75
3513,24,1,2025-03-12,PRODUCTPAGE,Click,264.0
2301,24,1,2025-10-06,HOMEPAGE,View,285.0
514,24,3,2024-06-18,PRODUCTPAGE,Click,38.0
919,24,3,2024-07-10,PRODUCTPAGE,View,158.0
736,24,3,2024-12-25,PRODUCTPAGE,View,226.0
2586,24,3,2025-07-19,CHECKOUT,Drop-off,195.0
3436,24,4,2024-03-12,CHECKOUT,Drop-off,273.0
53,24,4,2024-04-05,HOMEPAGE,View,182.0
2958,24,4,2024-09-12,HOMEPAGE,View,234.0
1662,24,5,2023-03-23,HOMEPAGE,View,253.0
139,24,5,2025-11-13,HOMEPAGE,View,248.0
2790,24,6,2024-08-04,HOMEPAGE,View,220.0
1575,24,6,2025-11-19,PRODUCTPAGE,Click,243.0
2028,24,7,2025-05-19,PRODUCTPAGE,View,181.0
1165,24,8,2023-03-03,HOMEPAGE,Click,203.0
3763,24,8,2023-11-09,PRODUCTPAGE,View,215.0
2925,24,8,2023-11-12,PRODUCTPAGE,Click,244.0
3230,24,8,2025-03-27,CHECKOUT,Purchase,26.0
2376,24,8,2025-08-14,HOMEPAGE,Click,20.0
3203,24,9,2024-07-05,HOMEPAGE,View,68.0
819,24,9,2025-01-25,HOMEPAGE,Click,144.0
3096,24,10,2025-12-19,CHECKOUT,Drop-off,226.0
1863,24,11,2025-05-03,HOMEPAGE,View,219.0
2841,24,11,2025-07-25,CHECKOUT,Purchase,130.0
3364,24,12,2023-11-07,CHECKOUT,Purchase,210.0
101,24,12,2024-04-14,HOMEPAGE,Click,37.0
3735,24,12,2024-11-03,HOMEPAGE,Click,78.0
3222,24,13,2023-04-25,PRODUCTPAGE,Click,116.0
1499,24,14,2023-12-07,PRODUCTPAGE,View,217.0
3887,24,14,2024-10-14,CHECKOUT,Drop-off,146.0
414,24,15,2025-05-06,PRODUCTPAGE,Drop-off,183.25
2862,24,16,2024-09-20,HOMEPAGE,View,196.0
808,24,16,2025-04-30,PRODUCTPAGE,Click,276.0
2466,24,17,2023-08-11,PRODUCTPAGE,View,132.0
1801,24,17,2024-12-20,HOMEPAGE,Click,74.0
3847,24,17,2025-02-02,CHECKOUT,Drop-off,218.66666666666666
3754,24,17,2025-08-16,PRODUCTPAGE,View,31.0
3427,24,18,2023-07-29,PRODUCTPAGE,Click,283.0
2938,24,18,2024-06-12,CHECKOUT,Purchase,255.0
1318,24,18,2025-10-09,HOMEPAGE,View,59.0
3430,24,19,2025-04-13,CHECKOUT,Drop-off,208.33333333333334
1140,24,20,2023-12-07,CHECKOUT,Drop-off,230.5
3462,24,20,2025-03-15,HOMEPAGE,Click,39.0
3088,24,20,2025-06-21,HOMEPAGE,Click,20.0
67,25,1,2023-05-21,PRODUCTPAGE,Click,57.0
3768,25,1,2024-10-15,HOMEPAGE,View,229.0
1949,25,2,2023-04-23,HOMEPAGE,View,238.0
421,25,2,2023-10-22,PRODUCTPAGE,Click,269.0
186,25,2,2024-01-04,PRODUCTPAGE,View,287.0
3419,25,3,2023-01-01,HOMEPAGE,Click,260.0
3308,25,3,2024-02-04,PRODUCTPAGE,View,171.0
3505,25,3,2025-01-21,HOMEPAGE,Click,160.0
2016,25,3,2025-07-31,PRODUCTPAGE,View,290.0
1924,25,3,2025-09-30,HOMEPAGE,View,249.0
3285,25,3,2025-12-02,HOMEPAGE,View,244.0
3420,25,4,2024-10-21,HOMEPAGE,View,102.0
2243,25,4,2025-03-20,PRODUCTPAGE,View,141.0
3744,25,5,2023-02-10,PRODUCTPAGE,View,120.0
1562,25,5,2025-08-09,PRODUCTPAGE,View,90.0
3633,25,6,2023-09-25,CHECKOUT,Drop-off,226.25
2020,25,6,2024-11-17,PRODUCTPAGE,View,173.0
858,25,7,2023-06-12,CHECKOUT,Drop-off,150.4
196,25,8,2025-08-23,PRODUCTPAGE,Click,25.0
538,25,9,2024-04-11,HOMEPAGE,View,232.0
1749,25,9,2024-09-01,CHECKOUT,Drop-off,155.0
2250,25,9,2025-05-29,PRODUCTPAGE,View,122.0
1083,25,10,2025-01-29,HOMEPAGE,Click,173.0
778,25,10,2025-02-19,PRODUCTPAGE,View,264.0
3052,25,10,2025-12-09,PRODUCTPAGE,Click,252.0
1928,25,11,2023-06-15,PRODUCTPAGE,View,13.0
1169,25,11,2024-07-31,CHECKOUT,Drop-off,162.33333333333334
2852,25,11,2024-08-23,HOMEPAGE,Click,160.0
2458,25,12,2023-11-04,PRODUCTPAGE,View,112.0
2362,25,12,2023-11-15,CHECKOUT,Drop-off,66.0
3795,25,12,2024-05-08,PRODUCTPAGE,View,117.0
3532,25,12,2025-05-29,PRODUCTPAGE,View,81.0
566,25,12,2025-09-27,CHECKOUT,Purchase,188.0
3240,25,15,2023-08-02,CHECKOUT,Purchase,109.0
1160,25,15,2025-03-03,CHECKOUT,Purchase,124.0
3821,25,16,2023-04-26,PRODUCTPAGE,Click,200.0
420,25,16,2023-09-04,HOMEPAGE,Click,204.0
1136,25,16,2024-04-11,PRODUCTPAGE,View,124.0
2642,25,17,2024-06-08,CHECKOUT,Drop-off,140.5
1703,25,17,2024-07-29,HOMEPAGE,View,87.0
1462,25,17,2025-05-28,PRODUCTPAGE,View,12.0
975,25,18,2025-08-18,HOMEPAGE,Click,134.0
2469,25,18,2025-11-30,PRODUCTPAGE,View,93.0
759,25,19,2024-10-31,PRODUCTPAGE,View,87.0
2054,26,1,2023-01-31,CHECKOUT,Drop-off,147.5
3895,26,1,2024-11-14,HOMEPAGE,View,300.0
2677,26,2,2023-07-17,HOMEPAGE,View,57.0
565,26,2,2023-11-16,HOMEPAGE,Click,64.0
705,26,2,2025-01-01,PRODUCTPAGE,View,124.0
399,26,2,2025-08-03,PRODUCTPAGE,View,108.0
1600,26,3,2023-01-02,HOMEPAGE,Click,139.0
156,26,3,2024-10-18,CHECKOUT,Drop-off,
1470,26,4,2023-05-12,PRODUCTPAGE,View,220.0
1931,26,4,2023-07-22,HOMEPAGE,View,133.0
3500,26,5,2023-02-13,HOMEPAGE,View,280.0
2720,26,6,2025-09-25,HOMEPAGE,Click,119.0
2755,26,7,2024-01-07,PRODUCTPAGE,View,157.0
3718,26,7,2024-11-09,HOMEPAGE,Click,136.0
1528,26,7,2025-06-12,PRODUCTPAGE,View,104.0
1852,26,8,2024-09-04,HOMEPAGE,Click,163.0
750,26,8,2025-02-19,CHECKOUT,Drop-off,194.2
247,26,9,2023-10-26,HOMEPAGE,View,97.0
1368,26,10,2024-11-09,PRODUCTPAGE,View,33.0
1095,26,10,2025-01-12,CHECKOUT,Drop-off,126.0
368,26,10,2025-04-28,PRODUCTPAGE,View,217.0
2815,26,11,2024-02-28,PRODUCTPAGE,View,108.0
1964,26,11,2024-06-19,PRODUCTPAGE,View,100.0
3570,26,12,2024-04-21,HOMEPAGE,View,48.0
3873,26,13,2023-12-17,HOMEPAGE,View,240.0
2068,26,14,2023-05-17,HOMEPAGE,View,18.0
2799,26,14,2024-09-18,HOMEPAGE,View,186.0
118,26,14,2025-04-25,PRODUCTPAGE,View,71.0
1999,26,14,2025-07-09,HOMEPAGE,View,88.0
2162,26,15,2023-06-09,HOMEPAGE,Click,219.0
423,26,15,2023-06-12,HOMEPAGE,Click,121.0
2973,26,15,2024-10-25,PRODUCTPAGE,View,239.0
3579,26,15,2025-10-24,CHECKOUT,Drop-off,
2081,26,15,2025-11-10,CHECKOUT,Drop-off,108.66666666666667
2765,26,16,2023-06-28,PRODUCTPAGE,Click,32.0
1174,26,16,2025-02-18,CHECKOUT,Drop-off,90.4
2878,26,16,2025-07-23,PRODUCTPAGE,View,260.0
3791,26,17,2025-06-02,PRODUCTPAGE,View,232.0
1464,26,18,2023-08-23,HOMEPAGE,View,26.0
138,26,18,2025-05-11,PRODUCTPAGE,View,172.0
724,26,19,2024-08-25,HOMEPAGE,Click,286.0
3349,26,20,2024-05-31,CHECKOUT,Drop-off,12.0
116,27,1,2024-04-29,PRODUCTPAGE,View,297.0
2274,27,1,2024-09-12,CHECKOUT,Drop-off,196.5
465,27,1,2025-08-26,PRODUCTPAGE,View,228.0
1634,27,4,2023-06-28,PRODUCTPAGE,Click,25.0
859,27,4,2023-07-11,HOMEPAGE,Click,249.0
448,27,4,2023-09-30,PRODUCTPAGE,View,279.0
1117,27,4,2024-03-03,HOMEPAGE,Click,155.0
1646,27,5,2023-08-01,HOMEPAGE,View,23.0
185,27,6,2023-12-29,PRODUCTPAGE,View,165.0
345,27,6,2024-12-22,CHECKOUT,Drop-off,81.0
841,27,6,2025-10-18,PRODUCTPAGE,View,244.0
2109,27,7,2023-07-22,HOMEPAGE,View,163.0
406,27,7,2025-05-09,PRODUCTPAGE,View,107.0
1201,27,7,2025-05-19,CHECKOUT,Drop-off,181.66666666666666
2770,27,8,2024-01-31,CHECKOUT,Purchase,251.0
1667,27,8,2025-04-18,PRODUCTPAGE,View,199.0
3468,27,11,2025-06-27,HOMEPAGE,Click,298.0
1255,27,12,2023-04-01,PRODUCTPAGE,Click,166.0
1134,27,12,2025-03-08,HOMEPAGE,View,63.0
895,27,13,2025-10-05,HOMEPAGE,View,232.0
3476,27,14,2024-10-10,HOMEPAGE,View,260.0
3493,27,15,2025-09-19,CHECKOUT,Drop-off,235.33333333333334
2595,27,16,2025-10-19,HOMEPAGE,Click,20.0
3751,27,17,2024-10-30,PRODUCTPAGE,View,195.0
3209,27,17,2024-11-23,CHECKOUT,Drop-off,264.5
809,27,17,2025-05-06,CHECKOUT,Purchase,196.0
3247,27,18,2023-12-14,CHECKOUT,Purchase,222.0
276,27,19,2023-11-22,CHECKOUT,Drop-off,179.0
3814,27,19,2025-06-13,PRODUCTPAGE,View,80.0
1072,28,1,2023-06-04,PRODUCTPAGE,View,149.0
3776,28,1,2023-10-22,PRODUCTPAGE,Drop-off,172.8
2275,28,1,2025-07-08,PRODUCTPAGE,View,21.0
3857,28,2,2023-04-19,PRODUCTPAGE,Drop-off,108.2
1193,28,3,2023-03-16,PRODUCTPAGE,View,291.0
